,CIS Control,CIS Sub-Control,Asset Type,Security Function,Title,Description,IG1,IG2,IG3,Relationship,Control Identifier,Control or Control Enhancement Name,Control Text,Moderate Baseline
,8 ,8.9,Data,Detect,Centralize Audit Logs,"Centralize, to the extent possible, audit log collection and retention across enterprise assets in accordance with the documented audit log management process. Example implementations include leveraging a SIEM tool to centralize multiple log sources.",,x,x,Subset,AU-6(3),"Audit Record Review, Analysis, and Reporting | Correlate Audit Record Repositories",Analyze and correlate audit records across different repositories to gain organization-wide situational awareness.,x
,8 ,8.10,Data,Protect,Retain Audit Logs,Retain audit logs across enterprise assets for a minimum of 90 days.,,x,x,Equivalent,AU-11,Audit Record Retention,Retain audit records for [Assignment: organization-defined time period consistent with records retention policy] to provide support for after-the-fact investigations of incidents and to meet regulatory and organizational information retention requirements.,
,8 ,8.11,Data,Detect,Conduct Audit Log Reviews,"Conduct reviews of audit logs to detect anomalies or abnormal events that could indicate a potential threat. Conduct reviews on a weekly, or more frequent, basis.",,x,x,Equivalent,AU-6,"Audit Record Review, Analysis, and Reporting",a. Review and analyze system audit records [Assignment: organization-defined frequency] for indications of [Assignment: organization-defined inappropriate or unusual activity] and the potential impact of the inappropriate or unusual activity;,
,8 ,8.11,Data,Detect,Conduct Audit Log Reviews,"Conduct reviews of audit logs to detect anomalies or abnormal events that could indicate a potential threat. Conduct reviews on a weekly, or more frequent, basis.",,x,x,Subset,AU-6(1),"Audit Record Review, Analysis, and Reporting | Automated Process Integration","Integrate audit record review, analysis, and reporting processes using [Assignment: organization-defined automated mechanisms].",x
,8 ,8.11,Data,Detect,Conduct Audit Log Reviews,"Conduct reviews of audit logs to detect anomalies or abnormal events that could indicate a potential threat. Conduct reviews on a weekly, or more frequent, basis.",,x,x,,AU-7(1),Audit Record Reduction and Report Generation | Automatic Processing,"Provide and implement the capability to process, sort, and search audit records for events of interest based on the following content: [Assignment: organization-defined fields within audit records].",x
,8,8.12,Data,Detect,Collect Service Provider Logs,"Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.",,,x,Subset,AU-2,Event Logging,"a. Identify the types of events that the system is capable of logging in support of the audit function: [Assignment: organization-defined event types that the system is capable of logging];
b. Coordinate the event logging function with other organizational entities requiring audit-related information to guide and inform the selection criteria for events to be logged;
c. Specify the following event types for logging within the system: [Assignment: organization-defined event types (subset of the event types defined in AU-2a.) along with the frequency of (or situation requiring) logging for each identified event type];
d. Provide a rationale for why the event types selected for logging are deemed to be adequate to support after-the-fact investigations of incidents; and
e. Review and update the event types selected for logging [Assignment: organization-defined frequency].",
,9,,,,Email and Web Browser Protections,,,,,,,,,
,,,,,"Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.",,,,,,,,,
,9,9.1,Software,Protect,Ensure Use of Only Fully Supported Browsers and Email Clients,"Ensure only fully supported browsers and email clients are allowed to execute in the enterprise, only using the latest version of browsers and email clients provided through the vendor.",x,x,x,Subset,CM-10,Software Usage Restrictions,"a. Use software and associated documentation in accordance with contract agreements and copyright laws;
b. Track the use of software and associated documentation protected by quantity licenses to control copying and distribution; and
c. Control and document the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",
,9,9.1,Software,Protect,Ensure Use of Only Fully Supported Browsers and Email Clients,"Ensure only fully supported browsers and email clients are allowed to execute in the enterprise, only using the latest version of browsers and email clients provided through the vendor.",x,x,x,Subset,SC-18,Mobile Code,"a. Define acceptable and unacceptable mobile code and mobile code technologies; and
b. Authorize, monitor, and control the use of mobile code within the system.",
,9,9.2,Devices,Protect,Use DNS Filtering Services,"Use DNS filtering services on all end-user devices, including remote and on-premises assets, to block access to known malicious domains. ",x,x,x,Superset,SI-8,Spam Protection,"a. Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and
b. Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.",x
,9,9.3,Network,Protect,Maintain and Enforce Network-Based URL Filters,"Enforce and update network-based URL filters to limit an enterprise asset from connecting to potentially malicious or unapproved websites. Example implementations include category-based filtering, reputation-based filtering, or through the use of block lists. Enforce filters for all enterprise assets.",,x,x,Subset,SC-7(3),Boundary Protection | Access Points,Limit the number of external network connections to the system.,
,9,9.3,Network,Protect,Maintain and Enforce Network-Based URL Filters,"Enforce and update network-based URL filters to limit an enterprise asset from connecting to potentially malicious or unapproved websites. Example implementations include category-based filtering, reputation-based filtering, or through the use of block lists. Enforce filters for all enterprise assets.",,x,x,Subset,SC-7(4),Boundary Protection | External Telecommunications Services,(h) Filter unauthorized control plane traffic from external networks.,
,9,9.4,Software,Protect,Restrict Unnecessary or Unauthorized Browser and Email Client Extensions,"Restrict, either through uninstalling or disabling, any unauthorized or unnecessary browser or email client plugins, extensions, and add-on applications.",,x,x,Subset,CM-10,Software Usage Restrictions,"a. Use software and associated documentation in accordance with contract agreements and copyright laws;
b. Track the use of software and associated documentation protected by quantity licenses to control copying and distribution; and
c. Control and document the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",x
,9,9.4,Software,Protect,Restrict Unnecessary or Unauthorized Browser and Email Client Extensions,"Restrict, either through uninstalling or disabling, any unauthorized or unnecessary browser or email client plugins, extensions, and add-on applications.",,x,x,Subset,CM-11,User-installed Software,"a. Establish [Assignment: organization-defined policies] governing the installation of software by users;
b. Enforce software installation policies through the following methods: [Assignment: organization-defined methods]; and
c. Monitor policy compliance [Assignment: organization-defined frequency].",x
,9,9.4,Software,Protect,Restrict Unnecessary or Unauthorized Browser and Email Client Extensions,"Restrict, either through uninstalling or disabling, any unauthorized or unnecessary browser or email client plugins, extensions, and add-on applications.",,x,x,Subset,SC-18,Mobile Code,"a. Define acceptable and unacceptable mobile code and mobile code technologies; and
b. Authorize, monitor, and control the use of mobile code within the system.",x
,9,9.5,Network,Protect,Implement DMARC,"To lower the chance of spoofed or modified emails from valid domains, implement DMARC policy and verification, starting with implementing the Sender Policy Framework (SPF) and the DomainKeys Identified Mail (DKIM) standards.",,x,x,Subset,SC-7,Boundary Protection,"a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;
b. Implement subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and
c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.",
,9,9.6,Network,Protect,Block Unnecessary File Types,Block unnecessary file types attempting to enter the enterprise’s email gateway.,,x,x,Subset,SI-3,Malicious Code Protection,"a. Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;
b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;
c. Configure malicious code protection mechanisms to:
1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and
2. [Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]]; and send alert to [Assignment: organization-defined personnel or roles] in response to malicious code detection; and
d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.",
,9,9.6,Network,Protect,Block Unnecessary File Types,Block unnecessary file types attempting to enter the enterprise’s email gateway.,,x,x,Subset,SI-8,Spam Protection,"a. Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and
b. Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.",x
,9,9.7,Network,Protect,Deploy and Maintain Email Server Anti-Malware Protections,"Deploy and maintain email server anti-malware protections, such as attachment scanning and/or sandboxing.",,,x,Subset,SI-3,Malicious Code Protection,"a. Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;
b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;
c. Configure malicious code protection mechanisms to:
1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and
2. [Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]]; and send alert to [Assignment: organization-defined personnel or roles] in response to malicious code detection; and
d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.",
,9,9.7,Network,Protect,Deploy and Maintain Email Server Anti-Malware Protections,"Deploy and maintain email server anti-malware protections, such as attachment scanning and/or sandboxing.",,,x,Subset,SI-8,Spam Protection,"a. Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and
b. Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.",x
,10,,,,Malware Defenses,,,,,,,,,
,,,,,"Prevent or control the installation, spread, and execution of malicious applications, code, or scripts on enterprise assets.",,,,,,,,,
,10,10.1,Devices,Detect,Deploy and Maintain Anti-Malware Software,Deploy and maintain anti-malware software on all enterprise assets.,x,x,x,Subset,SI-3,Malicious Code Protection,a. Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;,
,10,10.2,Devices,Protect,Configure Automatic Anti-Malware Signature Updates,Configure automatic updates for anti-malware signature files on all enterprise assets.,x,x,x,Subset,SI-3,Malicious Code Protection,b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;,
,10,10.3,Devices,Protect,Disable Autorun and Autoplay for Removable Media,Disable autorun and autoplay auto-execute functionality for removable media.,x,x,x,Subset,MP-7,Media Use,"a. [Selection: Restrict; Prohibit] the use of [Assignment: organization-defined types of system media] on [Assignment: organization-defined systems or system components] using [Assignment: organization-defined controls]; and
b. Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.",
,10,10.4,Devices,Detect,Configure Automatic Anti-Malware Scanning of Removable Media,Configure anti-malware software to automatically scan removable media.,,x,x,Subset,MP-7,Media Use,"a. [Selection: Restrict; Prohibit] the use of [Assignment: organization-defined types of system media] on [Assignment: organization-defined systems or system components] using [Assignment: organization-defined controls]; and
b. Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.",
,10,10.4,Devices,Detect,Configure Automatic Anti-Malware Scanning of Removable Media,Configure anti-malware software to automatically scan removable media.,,x,x,Subset,SI-3,Malicious Code Protection,"1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and",
,10,10.5,Devices,Protect,Enable Anti-Exploitation Features,"Enable anti-exploitation features on enterprise assets and software, where possible, such as Microsoft® Data Execution Prevention (DEP), Windows® Defender Exploit Guard (WDEG), or Apple® System Integrity Protection (SIP) and Gatekeeper™.",,x,x,Superset,SI-16,Memory Protection,Implement the following controls to protect the system memory from unauthorized code execution: [Assignment: organization-defined controls].,x
,10,10.6,Devices,Protect,Centrally Manage Anti-Malware Software,Centrally manage anti-malware software.,,x,x,Subset,SI-3,Malicious Code Protection,"a. Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;
b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;
c. Configure malicious code protection mechanisms to:
1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and
2. [Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]]; and send alert to [Assignment: organization-defined personnel or roles] in response to malicious code detection; and
d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.",
,10 ,10.7,Devices,Detect,Use Behavior-Based Anti-Malware Software,Use behavior-based anti-malware software.,,x,x,Subset,SI-4,System Monitoring,"a. Monitor the system to detect:
1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and
2. Unauthorized local, network, and remote connections;
b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods];
c. Invoke internal monitoring capabilities or deploy monitoring devices:
1. Strategically within the system to collect organization-determined essential information; and
2. At ad hoc locations within the system to track specific types of transactions of interest to the organization;
d. Analyze detected events and anomalies;
e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;
f. Obtain legal opinion regarding system monitoring activities; and
g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].",
,11,,,,Data Recovery,,,,,,,,,
,,,,,Establish and maintain data recovery practices sufficient to restore in-scope enterprise assets to a pre-incident and trusted state.,,,,,,,,,
,11,11.1,Documentation,Govern,Establish and Maintain a Data Recovery Process ,"Establish and maintain a documented data recovery process. In the process, address the scope of data recovery activities, recovery prioritization, and the security of backup data. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard. ",x,x,x,Subset,CP-2,Contingency Plan,"a. Develop a contingency plan for the system that:
1. Identifies essential mission and business functions and associated contingency requirements;
2. Provides recovery objectives, restoration priorities, and metrics;
3. Addresses contingency roles, responsibilities, assigned individuals with contact information;
4. Addresses maintaining essential mission and business functions despite a system disruption, compromise, or failure; 
5. Addresses eventual, full system restoration without deterioration of the controls originally planned and implemented;
6. Addresses the sharing of contingency information; and
7. Is reviewed and approved by [Assignment: organization-defined personnel or roles];
b. Distribute copies of the contingency plan to [Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements];
c. Coordinate contingency planning activities with incident handling activities;
d. Review the contingency plan for the system [Assignment: organization-defined frequency];
e. Update the contingency plan to address changes to the organization, system, or environment of operation and problems encountered during contingency plan implementation, execution, or testing;
f. Communicate contingency plan changes to [Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements];
g. Incorporate lessons learned from contingency plan testing, training, or actual contingency activities into contingency testing and training; and
h. Protect the contingency plan from unauthorized disclosure and modification.",
,11,11.1,Documentation,Govern,Establish and Maintain a Data Recovery Process ,"Establish and maintain a data recovery process. In the process, address the scope of data recovery activities, recovery prioritization, and the security of backup data. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard. ",x,x,x,Subset,CP-10,System Recovery and Reconstitution,"Provide for the recovery and reconstitution of the system to a known state within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] after a disruption, compromise, or failure.",
,11,11.2,Data,Recover,Perform Automated Backups ,"Perform automated backups of in-scope enterprise assets. Run backups weekly, or more frequently, based on the sensitivity of the data.",x,x,x,Subset,CP-9,System Backup,a. Conduct backups of user-level information contained in [Assignment: organization-defined system components] [Assignment: organization-defined frequency consistent with recovery time and recovery point objectives];,
,11,11.2,Data,Recover,Perform Automated Backups ,"Perform automated backups of in-scope enterprise assets. Run backups weekly, or more frequently, based on the sensitivity of the data.",x,x,x,Subset,CP-10,System Recovery and Reconstitution,"Provide for the recovery and reconstitution of the system to a known state within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] after a disruption, compromise, or failure.",
,11,11.3,Data,Protect,Protect Recovery Data,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",x,x,x,Subset,CP-9,System Backup,"d. Protect the confidentiality, integrity, and availability of backup information.",
,11,11.3,Data,Protect,Protect Recovery Data,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",x,x,x,Subset,CP-9(8),System Backup | Cryptographic Protection,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of [Assignment: organization-defined backup information].,x
,11,11.3,Data,Protect,Protect Recovery Data,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",x,x,x,Subset,SC-28,Protection of Information at Rest,Protect the [Selection (one or more): confidentiality; integrity] of the following information at rest: [Assignment: organization-defined information at rest].,x
,11,11.4,Data,Recover,Establish and Maintain an Isolated Instance of Recovery Data ,"Establish and maintain an isolated instance of recovery data. Example implementations include, version controlling backup destinations through offline, cloud, or off-site systems or services.",x,x,x,Superset,CP-6,Alternate Storage Site,"a. Establish an alternate storage site, including necessary agreements to permit the storage and retrieval of system backup information; and
b. Ensure that the alternate storage site provides controls equivalent to that of the primary site.",x
,11,11.4,Data,Recover,Establish and Maintain an Isolated Instance of Recovery Data ,"Establish and maintain an isolated instance of recovery data. Example implementations include, version controlling backup destinations through offline, cloud, or off-site systems or services.",x,x,x,Superset,CP-6(1),Alternate Storage Site | Separation from Primary Site,Identify an alternate storage site that is sufficiently separated from the primary storage site to reduce susceptibility to the same threats.,x
,11,11.5,Data,Recover,Test Data Recovery,"Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.",,x,x,Subset,CP-4,Contingency Plan Testing,a. Test the contingency plan for the system [Assignment: organization-defined frequency] using  the following tests to determine the effectiveness of the plan and the readiness to execute the plan:,
,11,11.5,Data,Recover,Test Data Recovery,"Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.",,x,x,Subset,CP-9(1),System Backup | Testing for Reliability and Integrity,Test backup information [Assignment: organization-defined frequency] to verify media reliability and information integrity.,x
,12,,,,Network Infrastructure Management,,,,,,,,,
,,,,,"Establish, implement, and actively manage (track, report, correct) network devices, in order to prevent attackers from exploiting vulnerable network services and access points.",,,,,,,,,
,12,12.1,Network,Protect,Ensure Network Infrastructure is Up-to-Date,"Ensure network infrastructure is kept up-to-date. Example implementations include running the latest stable release of software and/or using currently supported network-as-a-service (NaaS) offerings. Review software versions monthly, or more frequently, to verify software support.",x,x,x,Subset,CM-8(1),System Component Inventory | Updates During Installation and Removal,"Update the inventory of system components as part of component installations, removals, and system updates.",x
,12,12.2,Network,Protect,Establish and Maintain a Secure Network Architecture,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",,x,x,Subset,PL-8,Security and Privacy Architectures,"a. Develop security and privacy architectures for the system that:
1. Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;
2. Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;
3. Describe how the architectures are integrated into and support the enterprise architecture; and
4. Describe any assumptions about, and dependencies on, external systems and services;
b. Review and update the architectures [Assignment: organization-defined frequency] to reflect changes in the enterprise architecture; and
c. Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.",x
,12,12.2,Network,Protect,Establish and Maintain a Secure Network Architecture,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",,x,x,Subset,PM-7,Enterprise Architecture,"Develop and maintain an enterprise architecture with consideration for information security, privacy, and the resulting risk to organizational operations and assets, individuals, other organizations, and the Nation.",N/A - Deployed organiation-wide
,12,12.2,Network,Protect,Establish and Maintain a Secure Network Architecture,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",,x,x,Subset,SA-8,Security and Privacy Engineering Principles,"Apply the following systems security and privacy engineering principles in the specification, design, development, implementation, and modification of the system and system components: [Assignment: organization-defined systems security and privacy engineering principles].",
,12,12.2,Network,Protect,Establish and Maintain a Secure Network Architecture,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",,x,x,Superset,CM-7,Least Functionality,"b. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services].",
,12,12.2,Network,Protect,Establish and Maintain a Secure Network Architecture,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",,x,x,Superset,CP-6,Alternate Storage Site,"a. Establish an alternate storage site, including necessary agreements to permit the storage and retrieval of system backup information; and
b. Ensure that the alternate storage site provides controls equivalent to that of the primary site.",x
,12,12.2,Network,Protect,Establish and Maintain a Secure Network Architecture,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",,x,x,Superset,CP-7,Alternate Processing Site,"a. Establish an alternate processing site, including necessary agreements to permit the transfer and resumption of [Assignment: organization-defined system operations] for essential mission and business functions within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] when the primary processing capabilities are unavailable;
b. Make available at the alternate processing site, the equipment and supplies required to transfer and resume operations or put contracts in place to support delivery to the site within the organization-defined time period for transfer and resumption; and
c. Provide controls at the alternate processing site that are equivalent to those at the primary site.",x
,12,12.2,Network,Protect,Establish and Maintain a Secure Network Architecture,"Design and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. Example implementations will not solely include documentation, but also policy and design components.",,x,x,Superset,SC-7,Boundary Protection,"a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;
b. Implement subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and
c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.",
,12,12.3,Network,Protect,Securely Manage Network Infrastructure,"Securely manage network infrastructure. Example implementations include version-controlled Infrastructure-as-Code (IaC), and the use of secure network protocols, such as SSH and HTTPS. ",,x,x,Subset,CM-6,Configuration Settings,"a. Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using [Assignment: organization-defined common secure configurations];
b. Implement the configuration settings;
c. Identify, document, and approve any deviations from established configuration settings for [Assignment: organization-defined system components] based on [Assignment: organization-defined operational requirements]; and
d. Monitor and control changes to the configuration settings in accordance with organizational policies and procedures.",x
,12,12.3,Network,Protect,Securely Manage Network Infrastructure,"Securely manage network infrastructure. Example implementations include version-controlled Infrastructure-as-Code (IaC), and the use of secure network protocols, such as SSH and HTTPS. ",,x,x,Subset,CM-7,Least Functionality,"a. Configure the system to provide only [Assignment: organization-defined mission essential capabilities]; and
b. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services].",x
,12,12.3,Network,Protect,Securely Manage Network Infrastructure,"Securely manage network infrastructure. Example implementations include version-controlled Infrastructure-as-Code (IaC), and the use of secure network protocols, such as SSH and HTTPS. ",,x,x,Subset,SC-23,Session Authenticity,Protect the authenticity of communications sessions.,x
,12,12.4,Documentation,Govern,Establish and Maintain Architecture Diagram(s),"Establish and maintain architecture diagram(s) and/or other network system documentation. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",,x,x,Subset,PL-8,Security and Privacy Architectures,"a. Develop security and privacy architectures for the system that:
1. Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;
2. Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;
3. Describe how the architectures are integrated into and support the enterprise architecture; and
4. Describe any assumptions about, and dependencies on, external systems and services;
b. Review and update the architectures [Assignment: organization-defined frequency] to reflect changes in the enterprise architecture; and
c. Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.",x
,12,12.4,Documentation,Govern,Establish and Maintain Architecture Diagram(s),"Establish and maintain architecture diagram(s) and/or other network system documentation. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",,x,x,Subset,PM-5,System Inventory,Develop and update [Assignment: organization-defined frequency] an inventory of organizational systems.,N/A - Deployed organiation-wide
,12,12.5,Network,Protect,"Centralize Network Authentication, Authorization, and Auditing (AAA)",Centralize network AAA.,,x,x,Subset,AC-2(1),Account Management | Automated System Account Management,Support the management of system accounts using [Assignment: organization-defined automated mechanisms].,x
,12,12.6,Network,Protect,Use of Secure Network Management and Communication Protocols ,"Use secure network management and communication protocols (e.g., 802.1X, Wi-Fi Protected Access 2 (WPA2) Enterprise or greater).",,x,x,Subset,AC-18,Wireless Access,"a. Establish configuration requirements, connection requirements, and implementation guidance for each type of wireless access; and
b. Authorize each type of wireless access to the system prior to allowing such connections.",
,12,12.6,Network,Protect,Use of Secure Network Management and Communication Protocols ,"Use secure network management and communication protocols (e.g., 802.1X, Wi-Fi Protected Access 2 (WPA2) Enterprise or greater).",,x,x,Subset,SC-23,Session Authenticity,Protect the authenticity of communications sessions.,x
,12,12.7,Devices,Protect,Ensure Remote Devices Utilize a VPN and are Connecting to an Enterprise’s AAA Infrastructure,Require users to authenticate to enterprise-managed VPN and authentication services prior to accessing enterprise resources on end-user devices.,,x,x,Subset,AC-17,Remote Access,"a. Establish and document usage restrictions, configuration/connection requirements, and implementation guidance for each type of remote access allowed; and
b. Authorize each type of remote access to the system prior to allowing such connections.",
,12,12.7,Devices,Protect,Ensure Remote Devices Utilize a VPN and are Connecting to an Enterprise’s AAA Infrastructure,Require users to authenticate to enterprise-managed VPN and authentication services prior to accessing enterprise resources on end-user devices.,,x,x,Subset,AC-17(1),Remote Access | Monitoring and Control,Employ automated mechanisms to monitor and control remote access methods.,x
,12,12.7,Devices,Protect,Ensure Remote Devices Utilize a VPN and are Connecting to an Enterprise’s AAA Infrastructure,Require users to authenticate to enterprise-managed VPN and authentication services prior to accessing enterprise resources on end-user devices.,,x,x,Subset,AC-17(3),Remote Access | Managed Access Control Points,Route remote accesses through authorized and managed network access control points.,x
,12,12.8,Devices,Protect,Establish and Maintain Dedicated Computing Resources for All Administrative Work,"Establish and maintain dedicated computing resources, either physically or logically separated, for all administrative tasks or tasks requiring administrative access. The computing resources should be segmented from the enterprise's primary network and not be allowed internet access.",,,x,,,,,
,13,,,,Network Monitoring and Defense,,,,,,,,,
,,,,,Operate processes and tooling to establish and maintain comprehensive network monitoring and defense against security threats across the enterprise’s network infrastructure and user base.,,,,,,,,,
,13,13.1,Network,Detect,Centralize Security Event Alerting,"Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.",,x,x,Subset,AU-6(1),"Audit Record Review, Analysis, and Reporting | Automated Process Integration","Integrate audit record review, analysis, and reporting processes using [Assignment: organization-defined automated mechanisms].",x
,13,13.1,Network,Detect,Centralize Security Event Alerting,"Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.",,x,x,Subset,AU-7,Audit Record Reduction and Report Generation,"Provide and implement an audit record reduction and report generation capability that:
a. Supports on-demand audit record review, analysis, and reporting requirements and after-the-fact investigations of incidents; and
b. Does not alter the original content or time ordering of audit records.",x
,13,13.1,Network,Detect,Centralize Security Event Alerting,"Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.",,x,x,Superset,IR-4(1),Incident Handling | Automated Incident Handling Processes,Support the incident handling process using [Assignment: organization-defined automated mechanisms].,x
,13,13.1,Network,Detect,Centralize Security Event Alerting,"Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.",,x,x,Superset,SI-4(2),System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,Employ automated tools and mechanisms to support near real-time analysis of events.,x
